Language_ID,Parameter_ID,Value,Language_ID_raw,Parameter_ID_raw,Code_ID,Language_abbr,Language_Type_ID,Language_Region_ID,Parameter_Category_ID,Parameter_Description,Parameter_Attestation,Parameter_Pervasiveness,Source,Example_ID,Comment
Newfoundland English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",C,13,192,192-C,NfldE,L1t,Am,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Colloquial American English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",X,14,192,192-X,CollAmE,L1c,Am,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Urban African American Vernacular English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",C,15,192,192-C,UAAVE,L1c,Am,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Rural African American Vernacular English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",C,16,192,192-C,RAAVE,L1c,Am,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Earlier African American Vernacular English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,17,192,192-D,EAAVE,L1c,Am,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Ozark English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,18,192,192-D,OzE,L1t,Am,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Appalachian English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",C,19,192,192-C,AppE,L1t,Am,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Southeast American enclave dialects,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,20,192,192-D,SEAmE,L1t,Am,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Gullah,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,21,192,192-D,Gullah,Cr,Am,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Chicano English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,22,192,192-D,ChcE,L2,Am,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Bahamian English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",B,23,192,192-B,BahE,L1c,Ca,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Bahamian Creole,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,24,192,192-D,BahC,Cr,Ca,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Barbadian Creole (Bajan),"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,25,192,192-D,Bajan,Cr,Ca,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Jamaican English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,26,192,192-D,JamE,L2,Ca,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Jamaican Creole,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",B,27,192,192-B,JamC,Cr,Ca,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,2413,
San Andrés Creole,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,28,192,192-D,SanAC,Cr,Ca,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Belizean Creole,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,29,192,192-D,BelC,Cr,Ca,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Guyanese Creole (Creolese),"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,30,192,192-D,GuyC,Cr,Ca,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Eastern Maroon Creole,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",X,31,192,192-X,EMarC,Cr,Ca,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Saramaccan,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,32,192,192-D,Saramaccan,Cr,Ca,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Sranan,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,33,192,192-D,Sranan,Cr,Ca,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Trinidadian Creole,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,34,192,192-D,TrinC,Cr,Ca,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Vincentian Creole,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",B,35,192,192-B,VinC,Cr,Ca,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,1707,
Krio (Sierra Leone Creole),"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",A,36,192,192-A,Krio,Cr,Af,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,2804,
Liberian Settler English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,37,192,192-D,LibSE,L1c,Af,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Vernacular Liberian English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,38,192,192-D,VLibE,P,Af,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Ghanaian English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,39,192,192-D,GhE,L2,Af,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Ghanaian Pidgin,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",A,40,192,192-A,GhP,P,Af,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,3734,
Nigerian English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,41,192,192-D,NigE,L2,Af,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Nigerian Pidgin,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",A,42,192,192-A,NigP,P,Af,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,645,
Cameroon English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,43,192,192-D,CamE,L2,Af,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Cameroon Pidgin,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",A,44,192,192-A,CamP,P,Af,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,148,
Tanzanian English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",X,45,192,192-X,TznE,L2,Af,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Kenyan English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",C,46,192,192-C,KenE,L2,Af,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Ugandan English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,47,192,192-D,UgE,L2,Af,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
White Zimbabwean English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,48,192,192-D,WhZimE,L1c,Af,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Black South African English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",B,49,192,192-B,BlSAfE,L2,Af,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,3352,
Indian South African English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,50,192,192-D,InSAfE,L2,Af,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
White South African English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,51,192,192-D,WhSAfE,L1c,Af,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Indian English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,52,192,192-D,IndE,L2,As,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Pakistani English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,53,192,192-D,PakE,L2,As,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Butler English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",C,54,192,192-C,ButlE,P,As,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Sri Lankan English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,55,192,192-D,SLkE,L2,As,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Hong Kong English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,56,192,192-D,HKE,L2,As,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Colloquial Singapore English (Singlish),"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,57,192,192-D,CollSgE,L1c,As,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Malaysian English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,58,192,192-D,MalE,L2,As,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Australian English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,59,192,192-D,AusE,L1c,Au,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Australian Vernacular English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",X,60,192,192-X,AusVE,L1c,Au,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Aboriginal English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,61,192,192-D,AborE,L1c,Au,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Roper River Creole (Kriol),"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,62,192,192-D,RRC,Cr,Au,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Torres Strait Creole,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,63,192,192-D,TorSC,Cr,Au,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
New Zealand English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,64,192,192-D,NZE,L1c,Pa,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Norfolk Island/ Pitcairn English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,65,192,192-D,Norf'k,P,Pa,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Palmerston English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",?,66,192,192-NA,PalmE,Cr,Pa,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Acrolectal Fiji English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,67,192,192-D,FijiE,L2,Pa,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Pure Fiji English (basilectal FijiE),"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,68,192,192-D,CollFijiE,L2,Pa,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Bislama,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",X,69,192,192-X,Bislama,Cr,Pa,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Tok Pisin,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",X,70,192,192-X,TP,P,Pa,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Hawaiʼi Creole,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,71,192,192-D,HawC,Cr,Pa,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Falkland Islands English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,72,192,192-D,FlkE,L1c,SA,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
St. Helena English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,73,192,192-D,StHE,L1c,SA,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Tristan da Cunha English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,74,192,192-D,TdCE,L1c,SA,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Philippine English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,75,192,192-D,PhilE,L1c,As,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Cape Flats English,"Use of analytic or cliticized that his/that’s, what his/what’s, at’s, who his instead of whose",D,76,192,192-D,CFE,L2,Af,8,the man whatʼs wife has died,0.236842105263158,0.588888888888889,,,
Orkney and Shetland English,Gapping/zero-relativization in subject position,D,1,193,193-D,O&SE,L1t,BI,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Scottish English,Gapping/zero-relativization in subject position,C,2,193,193-C,ScE,L1t,BI,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,4069 4070,
Irish English,Gapping/zero-relativization in subject position,B,3,193,193-B,IrE,L1c,BI,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,3998,
Manx English,Gapping/zero-relativization in subject position,A,4,193,193-A,ManxE,L1c,BI,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,1971,
Welsh English,Gapping/zero-relativization in subject position,C,5,193,193-C,WelE,L1c,BI,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,1111 1112 1113,
English dialects in the North of England,Gapping/zero-relativization in subject position,C,6,193,193-C,North,L1t,BI,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
English dialects in the Southwest of England,Gapping/zero-relativization in subject position,A,7,193,193-A,SW,L1t,BI,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,1207,
East Anglian English,Gapping/zero-relativization in subject position,C,8,193,193-C,EA,L1t,BI,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,403,
English dialects in the Southeast of England,Gapping/zero-relativization in subject position,B,9,193,193-B,SE,L1t,BI,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Channel Islands English,Gapping/zero-relativization in subject position,B,10,193,193-B,ChIsE,L1c,BI,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,471 472,
British Creole,Gapping/zero-relativization in subject position,C,11,193,193-C,BrC,Cr,BI,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Maltese English,Gapping/zero-relativization in subject position,?,12,193,193-NA,MaltE,L1c,BI,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Newfoundland English,Gapping/zero-relativization in subject position,A,13,193,193-A,NfldE,L1t,Am,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,2120 2121 2122,
Colloquial American English,Gapping/zero-relativization in subject position,X,14,193,193-X,CollAmE,L1c,Am,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Urban African American Vernacular English,Gapping/zero-relativization in subject position,B,15,193,193-B,UAAVE,L1c,Am,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Rural African American Vernacular English,Gapping/zero-relativization in subject position,B,16,193,193-B,RAAVE,L1c,Am,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Earlier African American Vernacular English,Gapping/zero-relativization in subject position,B,17,193,193-B,EAAVE,L1c,Am,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,1321,
Ozark English,Gapping/zero-relativization in subject position,B,18,193,193-B,OzE,L1t,Am,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Appalachian English,Gapping/zero-relativization in subject position,B,19,193,193-B,AppE,L1t,Am,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Southeast American enclave dialects,Gapping/zero-relativization in subject position,B,20,193,193-B,SEAmE,L1t,Am,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Gullah,Gapping/zero-relativization in subject position,A,21,193,193-A,Gullah,Cr,Am,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,2203,
Chicano English,Gapping/zero-relativization in subject position,C,22,193,193-C,ChcE,L2,Am,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,2239,
Bahamian English,Gapping/zero-relativization in subject position,D,23,193,193-D,BahE,L1c,Ca,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Bahamian Creole,Gapping/zero-relativization in subject position,C,24,193,193-C,BahC,Cr,Ca,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,1438,
Barbadian Creole (Bajan),Gapping/zero-relativization in subject position,D,25,193,193-D,Bajan,Cr,Ca,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Jamaican English,Gapping/zero-relativization in subject position,C,26,193,193-C,JamE,L2,Ca,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,2306,
Jamaican Creole,Gapping/zero-relativization in subject position,B,27,193,193-B,JamC,Cr,Ca,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,2414,
San Andrés Creole,Gapping/zero-relativization in subject position,D,28,193,193-D,SanAC,Cr,Ca,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Belizean Creole,Gapping/zero-relativization in subject position,B,29,193,193-B,BelC,Cr,Ca,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,1520,
Guyanese Creole (Creolese),Gapping/zero-relativization in subject position,D,30,193,193-D,GuyC,Cr,Ca,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Eastern Maroon Creole,Gapping/zero-relativization in subject position,X,31,193,193-X,EMarC,Cr,Ca,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Saramaccan,Gapping/zero-relativization in subject position,D,32,193,193-D,Saramaccan,Cr,Ca,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Sranan,Gapping/zero-relativization in subject position,D,33,193,193-D,Sranan,Cr,Ca,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Trinidadian Creole,Gapping/zero-relativization in subject position,C,34,193,193-C,TrinC,Cr,Ca,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,2732,
Vincentian Creole,Gapping/zero-relativization in subject position,C,35,193,193-C,VinC,Cr,Ca,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,1708,
Krio (Sierra Leone Creole),Gapping/zero-relativization in subject position,D,36,193,193-D,Krio,Cr,Af,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Liberian Settler English,Gapping/zero-relativization in subject position,C,37,193,193-C,LibSE,L1c,Af,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,2894,
Vernacular Liberian English,Gapping/zero-relativization in subject position,C,38,193,193-C,VLibE,P,Af,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,2993,
Ghanaian English,Gapping/zero-relativization in subject position,D,39,193,193-D,GhE,L2,Af,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Ghanaian Pidgin,Gapping/zero-relativization in subject position,C,40,193,193-C,GhP,P,Af,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,3735,
Nigerian English,Gapping/zero-relativization in subject position,D,41,193,193-D,NigE,L2,Af,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Nigerian Pidgin,Gapping/zero-relativization in subject position,D,42,193,193-D,NigP,P,Af,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Cameroon English,Gapping/zero-relativization in subject position,D,43,193,193-D,CamE,L2,Af,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Cameroon Pidgin,Gapping/zero-relativization in subject position,X,44,193,193-X,CamP,P,Af,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Tanzanian English,Gapping/zero-relativization in subject position,X,45,193,193-X,TznE,L2,Af,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Kenyan English,Gapping/zero-relativization in subject position,?,46,193,193-NA,KenE,L2,Af,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Ugandan English,Gapping/zero-relativization in subject position,D,47,193,193-D,UgE,L2,Af,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
White Zimbabwean English,Gapping/zero-relativization in subject position,D,48,193,193-D,WhZimE,L1c,Af,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Black South African English,Gapping/zero-relativization in subject position,D,49,193,193-D,BlSAfE,L2,Af,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Indian South African English,Gapping/zero-relativization in subject position,C,50,193,193-C,InSAfE,L2,Af,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,3556,
White South African English,Gapping/zero-relativization in subject position,D,51,193,193-D,WhSAfE,L1c,Af,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Indian English,Gapping/zero-relativization in subject position,C,52,193,193-C,IndE,L2,As,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,944,
Pakistani English,Gapping/zero-relativization in subject position,D,53,193,193-D,PakE,L2,As,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Butler English,Gapping/zero-relativization in subject position,B,54,193,193-B,ButlE,P,As,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Sri Lankan English,Gapping/zero-relativization in subject position,D,55,193,193-D,SLkE,L2,As,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Hong Kong English,Gapping/zero-relativization in subject position,A,56,193,193-A,HKE,L2,As,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,316,
Colloquial Singapore English (Singlish),Gapping/zero-relativization in subject position,D,57,193,193-D,CollSgE,L1c,As,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Malaysian English,Gapping/zero-relativization in subject position,D,58,193,193-D,MalE,L2,As,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Australian English,Gapping/zero-relativization in subject position,B,59,193,193-B,AusE,L1c,Au,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,3666,
Australian Vernacular English,Gapping/zero-relativization in subject position,B,60,193,193-B,AusVE,L1c,Au,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Aboriginal English,Gapping/zero-relativization in subject position,B,61,193,193-B,AborE,L1c,Au,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,3923 3924,
Roper River Creole (Kriol),Gapping/zero-relativization in subject position,A,62,193,193-A,RRC,Cr,Au,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Torres Strait Creole,Gapping/zero-relativization in subject position,A,63,193,193-A,TorSC,Cr,Au,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
New Zealand English,Gapping/zero-relativization in subject position,D,64,193,193-D,NZE,L1c,Pa,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Norfolk Island/ Pitcairn English,Gapping/zero-relativization in subject position,A,65,193,193-A,Norf'k,P,Pa,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,873,
Palmerston English,Gapping/zero-relativization in subject position,A,66,193,193-A,PalmE,Cr,Pa,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,67,
Acrolectal Fiji English,Gapping/zero-relativization in subject position,?,67,193,193-NA,FijiE,L2,Pa,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Pure Fiji English (basilectal FijiE),Gapping/zero-relativization in subject position,C,68,193,193-C,CollFijiE,L2,Pa,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Bislama,Gapping/zero-relativization in subject position,B,69,193,193-B,Bislama,Cr,Pa,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Tok Pisin,Gapping/zero-relativization in subject position,X,70,193,193-X,TP,P,Pa,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Hawaiʼi Creole,Gapping/zero-relativization in subject position,B,71,193,193-B,HawC,Cr,Pa,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,1870,
Falkland Islands English,Gapping/zero-relativization in subject position,C,72,193,193-C,FlkE,L1c,SA,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,3792,
St. Helena English,Gapping/zero-relativization in subject position,B,73,193,193-B,StHE,L1c,SA,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Tristan da Cunha English,Gapping/zero-relativization in subject position,C,74,193,193-C,TdCE,L1c,SA,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Philippine English,Gapping/zero-relativization in subject position,C,75,193,193-C,PhilE,L1c,As,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Cape Flats English,Gapping/zero-relativization in subject position,D,76,193,193-D,CFE,L2,Af,8,The man Ø lives there is a nice chap.,0.605263157894737,0.554347826086956,,,
Orkney and Shetland English,Resumptive/shadow pronouns,D,1,194,194-D,O&SE,L1t,BI,8,This is the house which I painted it yesterday.,0.473684210526316,0.55,,,
Scottish English,Resumptive/shadow pronouns,D,2,194,194-D,ScE,L1t,BI,8,This is the house which I painted it yesterday.,0.473684210526316,0.55,,,
Irish English,Resumptive/shadow pronouns,B,3,194,194-B,IrE,L1c,BI,8,This is the house which I painted it yesterday.,0.473684210526316,0.55,,3999,
Manx English,Resumptive/shadow pronouns,D,4,194,194-D,ManxE,L1c,BI,8,This is the house which I painted it yesterday.,0.473684210526316,0.55,,,
Welsh English,Resumptive/shadow pronouns,D,5,194,194-D,WelE,L1c,BI,8,This is the house which I painted it yesterday.,0.473684210526316,0.55,,,
English dialects in the North of England,Resumptive/shadow pronouns,B,6,194,194-B,North,L1t,BI,8,This is the house which I painted it yesterday.,0.473684210526316,0.55,,2030,
English dialects in the Southwest of England,Resumptive/shadow pronouns,C,7,194,194-C,SW,L1t,BI,8,This is the house which I painted it yesterday.,0.473684210526316,0.55,,,
East Anglian English,Resumptive/shadow pronouns,D,8,194,194-D,EA,L1t,BI,8,This is the house which I painted it yesterday.,0.473684210526316,0.55,,,
English dialects in the Southeast of England,Resumptive/shadow pronouns,?,9,194,194-NA,SE,L1t,BI,8,This is the house which I painted it yesterday.,0.473684210526316,0.55,,,
Channel Islands English,Resumptive/shadow pronouns,C,10,194,194-C,ChIsE,L1c,BI,8,This is the house which I painted it yesterday.,0.473684210526316,0.55,,473 474,
British Creole,Resumptive/shadow pronouns,D,11,194,194-D,BrC,Cr,BI,8,This is the house which I painted it yesterday.,0.473684210526316,0.55,,,
Maltese English,Resumptive/shadow pronouns,B,12,194,194-B,MaltE,L1c,BI,8,This is the house which I painted it yesterday.,0.473684210526316,0.55,,,
